level,TEMP,DEWP,STP,VISIB,WDSP,MXSPD,MAX,MIN,PRCP,SNDP,FRSHTT,timestamp
29.1,60.3,46.2,864.5,9.5,13.0,22.0,79.0,55.0,0.25,999.9,16,11905308
29.2,48.3,39.8,872.4,9.4,6.1,15.0,66.9,42.1,0.57,999.9,26,11906172
29.2,49.5,32.7,878.2,10.0,5.7,8.9,62.1,39.0,0.04,999.9,0,11907036
29.1,53.2,33.6,877.4,10.0,6.2,8.9,69.1,41.0,0.0,999.9,0,11907900
29.1,58.0,33.0,875.5,10.0,6.4,11.1,75.9,43.0,0.0,999.9,0,11908764
29.0,66.6,33.1,866.0,10.0,13.0,26.0,80.1,45.0,0.0,999.9,0,11909628
29.2,56.7,31.9,862.1,8.7,13.4,22.9,80.1,35.1,0.0,999.9,24,11910492
29.1,43.3,34.2,877.5,9.8,6.6,11.1,69.1,35.1,0.51,999.9,16,11911356
29.3,58.8,33.7,871.5,10.0,11.7,22.9,75.9,36.0,0.0,999.9,0,11912220
29.1,50.8,35.2,877.7,10.0,7.0,22.9,75.9,39.0,0.03,999.9,16,11913084
29.1,60.5,31.8,869.5,10.0,10.0,25.1,79.0,42.1,0.0,999.9,0,11913948
29.1,59.7,39.2,861.9,10.0,8.2,17.1,79.0,42.1,0.0,999.9,0,11914812
29.2,58.3,37.3,857.4,10.0,10.2,21.0,75.9,45.0,0.0,999.9,16,11915676
29.2,43.3,39.1,865.8,9.4,9.1,19.0,51.1,37.4,0.21,999.9,16,11916540
29.1,42.7,34.0,876.3,9.9,6.1,9.9,53.1,37.0,0.32,999.9,16,11917404
29.1,49.2,33.6,877.2,10.0,7.0,13.0,66.0,37.9,0.0,999.9,0,11918268
29.2,57.6,37.4,874.0,10.0,6.2,15.9,80.1,41.0,0.0,999.9,0,11919132
29.2,65.6,33.6,868.5,10.0,13.6,26.0,80.1,43.0,0.0,999.9,0,11919996
29.2,53.7,33.9,872.2,10.0,5.2,22.0,80.1,41.0,0.0,999.9,0,11920860
29.1,51.0,36.8,866.1,10.0,3.4,8.9,62.1,41.0,0.0,999.9,0,11921724
29.2,53.5,41.9,864.3,10.0,5.3,13.0,60.1,43.0,0.0,999.9,16,11922588
29.1,53.0,43.3,870.7,10.0,4.0,7.0,63.0,46.9,0.01,999.9,0,11923452
29.1,53.5,38.5,870.1,10.0,6.1,11.1,68.0,42.1,0.0,999.9,0,11924316
29.2,57.3,35.5,861.3,10.0,9.3,18.1,68.0,43.0,0.0,999.9,16,11925180
29.2,45.4,39.0,861.6,9.6,8.5,20.0,68.0,39.9,0.47,999.9,26,11926044
29.2,41.7,32.5,871.4,9.7,5.7,20.0,51.1,36.0,0.5,999.9,24,11926908
29.1,55.8,33.0,870.9,10.0,11.0,20.0,73.0,36.0,0.14,999.9,0,11927772
29.3,55.9,35.1,863.0,9.4,14.7,27.0,71.1,37.4,0.0,999.9,16,11928636
29.2,39.6,31.2,877.5,9.9,7.5,15.0,48.0,35.6,0.29,999.9,16,11929500
29.1,40.7,27.8,888.5,10.0,5.8,11.1,52.0,32.0,0.0,999.9,0,11930364
29.1,44.2,30.3,889.3,10.0,4.1,7.0,57.0,32.0,0.0,999.9,0,11931228
29.1,47.8,36.4,884.1,10.0,3.7,8.9,64.0,35.1,0.0,999.9,0,11932092
29.1,49.6,39.4,875.8,9.9,2.5,8.9,66.9,37.0,0.0,999.9,0,11932956
29.1,49.7,40.9,871.6,10.0,4.0,8.9,66.9,37.9,0.0,999.9,0,11933820
29.1,48.4,39.6,878.5,10.0,3.4,8.0,59.0,39.0,0.0,999.9,0,11934684
29.1,48.9,40.5,882.2,8.4,2.9,6.0,62.1,39.0,0.0,999.9,0,11935548
29.1,51.2,41.4,878.6,10.0,1.8,6.0,66.0,37.9,0.0,999.9,0,11936412
29.2,58.6,38.9,871.6,10.0,5.5,11.1,66.0,41.0,0.0,999.9,0,11937276
29.2,48.7,40.2,878.0,10.0,4.8,13.0,64.0,37.9,0.01,999.9,16,11938140
29.1,45.7,36.3,877.4,10.0,4.3,9.9,55.9,36.0,0.0,999.9,0,11939004
29.1,43.8,31.6,878.6,10.0,3.4,8.9,55.9,33.1,0.0,999.9,0,11939868
29.1,42.6,26.4,882.5,10.0,5.3,8.0,57.0,28.9,0.0,999.9,0,11940732
29.1,44.7,26.8,880.9,10.0,4.2,8.9,59.0,29.1,0.0,999.9,0,11941596
29.1,44.0,29.5,878.0,10.0,3.8,8.0,59.0,33.1,0.0,999.9,0,11942496
29.1,43.7,30.3,877.2,10.0,3.6,6.0,59.0,32.0,0.0,999.9,0,11943360
29.1,43.8,29.8,878.0,10.0,3.6,8.9,60.1,28.9,0.0,999.9,0,11944224
29.1,45.2,32.7,875.4,10.0,2.6,7.0,62.1,29.1,0.0,999.9,0,11945088
29.1,47.6,35.5,872.1,10.0,2.8,8.0,62.1,32.0,0.0,999.9,0,11945952
29.1,55.1,37.7,868.7,10.0,5.4,12.0,66.9,36.0,0.0,999.9,0,11946816
29.1,49.9,37.8,866.6,9.5,5.4,15.9,57.0,42.8,0.0,999.9,16,11947680
29.1,40.4,34.7,877.2,9.9,3.8,11.1,54.0,30.9,0.26,999.9,16,11948544
29.1,46.4,36.4,875.2,10.0,6.8,22.9,64.0,32.0,0.0,999.9,0,11949408
29.1,38.5,27.2,880.6,10.0,5.5,15.9,48.0,30.0,0.01,999.9,16,11950272
29.1,37.0,25.6,878.8,10.0,2.9,6.0,52.0,27.0,0.0,999.9,0,11951136
29.1,40.3,30.9,873.5,10.0,2.2,6.0,61.0,28.0,0.0,999.9,0,11952000
29.1,50.6,37.6,872.3,10.0,3.0,8.9,64.9,28.2,0.0,999.9,0,11952864
29.1,52.0,33.2,872.4,10.0,8.6,15.0,68.0,42.1,0.0,999.9,0,11953728
29.1,58.9,24.4,869.0,10.0,9.6,18.1,71.1,42.1,0.0,999.9,0,11954592
29.2,44.9,25.1,871.2,10.0,9.0,15.9,71.1,34.0,0.0,999.9,0,11955456
29.1,30.6,20.3,879.8,10.0,5.8,11.1,46.9,24.1,0.0,999.9,0,11956320
29.1,28.4,17.3,878.3,10.0,3.1,7.0,39.0,19.0,0.0,999.9,0,11957184
29.2,32.0,18.2,872.9,10.0,5.2,15.0,42.1,21.9,0.0,999.9,0,11958048
29.1,31.6,15.8,875.8,10.0,4.2,8.9,44.1,21.9,0.0,999.9,0,11958912
29.1,32.2,15.5,873.9,10.0,4.7,9.9,46.9,21.9,0.0,999.9,0,11959776
29.1,34.9,23.6,876.3,10.0,3.1,7.0,46.9,23.0,0.0,999.9,0,11960640
29.1,36.9,18.8,873.8,9.4,7.7,18.1,45.0,28.0,0.0,999.9,24,11961504
29.1,30.6,22.7,879.6,8.3,6.6,18.1,45.0,26.1,0.2,1.2,8,11962368
29.1,32.7,17.4,875.5,10.0,5.5,13.0,42.1,26.1,0.0,1.2,0,11963232
29.1,32.8,24.3,867.1,10.0,3.5,22.9,43.0,26.1,0.0,999.9,16,11964096
29.0,32.8,29.6,858.1,4.8,6.1,22.0,43.0,26.2,0.22,5.1,56,11964960
29.0,27.5,21.4,873.1,9.5,9.7,20.0,37.0,19.9,0.28,3.1,0,11965824
29.0,33.9,22.1,883.4,10.0,9.7,15.9,45.0,24.1,0.0,2.0,0,11966688
29.0,34.5,27.0,883.5,10.0,4.4,13.0,45.0,24.1,0.0,1.2,16,11967552
29.1,34.8,29.4,876.0,10.0,2.8,6.0,43.0,24.3,0.0,1.2,0,11968416
29.1,38.4,32.7,867.6,7.5,2.2,6.0,44.1,28.2,0.0,999.9,16,11969280
29.1,38.2,35.2,860.2,5.9,3.8,8.0,44.1,34.0,0.14,999.9,24,11970144
29.2,33.0,30.4,862.8,1.2,2.6,8.9,35.6,30.2,1.15,5.1,56,11971008
29.2,29.8,26.1,871.7,6.2,1.8,6.0,34.0,27.0,0.27,3.9,8,11971872
29.2,29.4,25.8,872.4,6.1,2.8,7.0,32.0,24.1,0.01,3.9,40,11972736
29.3,26.2,18.9,871.2,9.2,6.8,14.0,30.9,19.0,0.01,3.1,8,11973600
29.2,22.4,16.2,880.0,10.0,2.8,6.0,30.9,14.0,0.0,3.1,0,11974464
29.2,24.1,17.9,878.1,8.8,2.4,5.1,30.0,12.9,0.0,3.1,8,11975328
29.2,23.8,18.9,876.6,6.8,6.2,8.9,28.0,18.0,0.01,3.1,8,11976192
29.1,20.5,13.6,879.9,9.9,7.0,12.0,28.0,12.9,0.0,3.1,0,11977056
29.2,26.0,19.2,875.7,10.0,2.2,7.0,34.0,12.9,0.0,2.0,0,11977920
29.2,25.0,20.5,868.8,9.0,2.4,8.0,34.0,17.1,0.0,2.0,0,11978784
29.2,30.9,23.3,870.4,8.3,4.9,15.0,39.9,17.1,0.0,2.0,0,11979648
29.2,38.0,31.5,870.2,9.6,9.5,18.1,43.0,23.2,0.04,1.2,16,11980512
29.2,41.5,31.0,867.0,10.0,15.7,31.1,48.0,33.8,0.06,2.0,26,11981376
29.4,28.1,23.3,870.4,5.5,11.6,21.0,48.0,21.0,0.34,3.9,58,11982240
29.2,18.4,12.2,882.1,10.0,5.6,9.9,30.0,9.0,0.01,3.1,0,11983104
29.2,26.6,18.5,882.7,10.0,4.7,9.9,32.0,9.0,0.0,2.0,0,11983968
29.4,33.2,25.1,877.2,9.2,8.4,21.0,42.1,23.0,0.0,3.9,40,11984832
29.3,24.7,18.2,877.4,8.3,8.6,17.1,42.1,12.9,0.16,5.1,40,11985696
29.2,20.4,14.0,873.1,7.1,6.4,14.0,28.0,12.9,0.01,5.1,40,11986560
29.3,16.4,12.0,870.1,8.0,4.0,8.0,25.0,5.0,0.06,3.1,32,11987424
29.2,17.0,8.9,871.9,10.0,9.3,15.0,26.1,5.0,0.0,3.1,0,11988288
29.2,25.9,17.9,869.6,10.0,9.8,17.1,33.1,8.1,0.0,3.1,0,11989152
29.3,31.6,24.7,869.9,7.7,9.2,22.9,35.6,28.4,0.01,3.9,24,11990016
29.3,26.2,14.2,880.2,10.0,7.2,13.0,35.1,19.9,0.03,3.1,8,11990880
29.2,15.9,6.5,890.1,10.0,5.9,8.9,27.0,9.0,0.0,3.1,0,11991744
29.3,14.8,8.6,884.4,10.0,1.8,8.0,26.1,6.1,0.0,3.1,0,11992608
29.2,15.7,9.8,875.3,9.8,2.8,8.0,26.1,8.1,0.0,3.1,0,11993472
29.1,34.9,23.7,867.3,9.4,10.6,26.0,50.0,8.1,0.0,1.2,0,11994336
29.2,42.4,29.1,858.8,9.0,12.6,28.0,51.1,19.2,0.0,1.2,56,11995200
29.3,32.5,26.7,859.7,8.3,10.2,20.0,50.0,26.1,0.4,3.1,56,11996064
29.3,23.8,18.0,864.8,10.0,4.4,8.0,37.0,15.1,0.16,2.0,0,11996928
29.3,26.2,19.0,871.7,10.0,8.3,22.0,37.0,16.0,0.0,2.0,0,11997792
29.4,34.9,27.4,868.2,7.6,11.4,22.0,39.0,32.0,0.02,3.1,8,11998656
29.3,26.4,16.1,874.4,10.0,7.0,18.1,39.0,16.0,0.03,3.1,0,11999520
29.3,32.1,24.1,871.6,9.3,6.0,11.1,39.0,27.0,0.02,2.0,56,12000384
29.3,32.6,27.0,876.0,9.7,6.2,8.0,39.0,27.0,0.01,2.0,0,12001248
29.3,32.0,26.8,878.7,5.4,3.7,7.0,37.9,28.2,0.03,2.0,8,12002112
29.3,23.5,18.9,884.4,5.1,3.9,8.0,34.0,12.0,0.02,2.0,32,12002976
29.5,24.2,17.3,875.9,8.6,7.6,21.0,33.1,14.0,0.0,2.0,8,12003840
29.4,16.3,8.0,877.9,10.0,5.1,14.0,30.9,8.1,0.0,2.0,0,12004704
29.3,14.8,5.9,878.3,10.0,4.8,8.0,24.1,7.0,0.0,2.0,0,12005568
29.3,22.3,14.8,877.7,8.2,5.0,8.9,28.0,10.0,0.0,2.0,8,12006432
29.4,25.5,18.1,880.2,9.4,6.8,15.0,35.1,17.1,0.01,1.2,0,12007296
29.4,30.0,20.7,866.9,10.0,6.6,12.0,35.1,19.9,0.0,1.2,0,12008160
29.4,27.6,23.3,863.1,4.7,5.5,12.0,35.1,21.0,0.09,7.1,40,12009024
29.4,11.5,7.3,876.3,7.2,2.9,8.9,32.0,-2.0,0.18,5.9,0,12009888
29.4,12.2,6.9,877.9,7.1,3.5,7.0,19.0,-2.0,0.0,5.1,8,12010752
29.4,12.1,7.7,869.4,4.0,3.2,7.0,23.0,1.9,0.0,5.1,40,12011616
29.4,17.5,13.5,871.2,2.6,3.0,7.0,30.0,3.9,0.02,5.1,40,12012480
29.4,24.0,18.4,877.2,5.4,3.0,9.9,37.9,5.0,0.0,3.9,0,12013344
29.2,34.3,21.7,868.8,9.1,13.0,25.1,45.0,10.0,0.0,2.0,32,12014208
29.3,38.0,27.9,854.8,8.9,21.2,31.1,45.0,24.1,0.0,2.0,40,12015072
29.4,23.2,11.3,868.1,10.0,11.4,24.1,27.0,18.0,0.07,2.0,8,12015936
29.5,26.1,17.7,866.1,8.3,12.2,22.0,28.4,23.0,0.01,2.0,40,12016800
29.3,24.4,13.8,874.7,10.0,10.3,22.9,33.1,18.0,0.06,2.0,0,12017664
29.4,31.9,22.0,867.8,8.4,11.9,27.0,36.0,18.0,0.06,3.1,40,12018528
29.4,23.8,15.7,869.9,10.0,5.2,12.0,36.0,16.0,0.03,3.1,0,12019392
29.3,32.8,24.5,857.1,8.7,18.3,27.0,39.0,19.0,0.0,2.0,8,12020256
29.4,28.8,23.8,861.8,7.0,7.3,15.9,39.0,26.1,0.03,3.1,8,12021120
29.4,20.4,13.2,875.5,10.0,3.2,8.9,27.0,10.9,0.03,2.0,0,12021984
29.4,23.2,14.8,875.1,8.9,6.6,15.0,30.9,15.1,0.0,2.0,40,12022848
29.5,28.4,17.2,873.5,10.0,9.8,22.0,42.1,19.9,0.05,1.2,24,12023712
29.4,32.7,22.7,873.2,10.0,8.4,19.0,42.1,21.9,0.0,1.2,8,12024576
29.4,36.5,23.1,877.5,10.0,6.9,9.9,45.0,25.2,0.0,1.2,0,12025440
29.4,36.4,25.7,878.4,10.0,8.1,13.0,48.9,28.9,0.0,1.2,0,12026304
29.4,38.2,28.2,875.6,9.8,5.1,13.0,46.9,29.1,0.0,999.9,0,12027168
29.4,37.4,26.9,878.5,10.0,3.7,8.0,48.0,30.9,0.0,999.9,0,12028032
29.6,39.3,31.0,866.6,9.0,10.7,20.0,48.0,33.8,0.0,1.2,8,12028896
29.7,30.1,21.6,862.9,5.5,11.1,19.0,35.1,24.8,0.16,5.1,8,12029760
29.5,24.1,14.2,875.2,10.0,3.5,8.0,35.1,15.1,0.11,3.1,0,12030624
29.5,25.5,16.4,876.4,9.5,5.5,12.0,37.0,16.0,0.0,2.0,0,12031488
29.5,29.9,21.4,874.7,8.2,4.3,8.0,37.0,19.0,0.0,2.0,0,12032352
29.5,29.8,20.6,876.9,10.0,5.4,8.9,41.0,21.9,0.0,1.2,0,12033216
29.5,30.1,21.1,875.0,10.0,3.5,8.9,42.1,21.9,0.0,1.2,0,12034080
29.5,31.1,24.5,869.9,8.5,2.7,8.0,42.1,23.0,0.0,1.2,24,12034944
29.5,33.6,29.4,867.3,2.4,1.1,5.1,42.1,23.2,0.08,3.9,40,12035808
29.5,37.6,31.8,865.0,7.8,7.5,15.0,43.0,31.1,0.09,1.2,16,12036672
29.5,35.6,31.5,867.6,5.5,1.5,6.0,44.1,30.0,0.03,999.9,56,12037536
29.5,42.9,30.8,867.4,9.6,14.6,29.9,54.0,30.2,0.03,999.9,16,12038400
29.6,37.9,33.2,873.0,9.8,4.8,8.9,54.0,33.1,0.33,999.9,24,12039264
29.6,38.1,31.9,882.0,9.7,4.1,8.0,48.9,28.9,0.13,999.9,48,12040128
29.6,37.7,28.6,879.9,9.5,3.3,8.0,52.0,28.0,0.0,999.9,0,12040992
29.6,39.1,30.9,874.5,10.0,2.9,9.9,52.0,28.2,0.0,999.9,0,12041856
29.6,41.4,30.6,876.6,10.0,3.7,8.0,57.9,30.9,0.0,999.9,0,12042720
29.8,47.3,29.8,869.4,9.1,11.4,28.0,61.0,31.1,0.0,999.9,56,12043584
29.9,31.2,25.0,874.4,8.4,8.3,19.0,39.0,25.0,0.35,1.2,40,12044448
29.7,31.6,18.2,881.1,10.0,7.5,19.0,43.0,24.1,0.0,999.9,0,12045312
29.9,38.9,17.8,871.6,10.0,10.4,20.0,43.0,24.3,0.0,999.9,0,12046176
29.8,31.4,21.3,873.8,10.0,4.9,14.0,41.0,24.1,0.0,999.9,0,12047040
29.8,33.0,20.4,877.9,10.0,5.5,12.0,43.0,24.3,0.0,999.9,0,12047904
29.8,36.5,19.0,880.0,10.0,4.4,8.0,50.0,26.1,0.0,999.9,0,12048768
29.8,42.2,28.6,872.7,10.0,5.4,14.0,50.0,28.2,0.0,999.9,16,12049632
29.9,37.8,29.2,875.7,10.0,6.0,14.0,48.9,28.0,0.04,999.9,0,12050496
29.9,41.0,26.4,880.4,10.0,4.2,8.0,54.0,28.2,0.0,999.9,0,12051324
29.9,44.6,25.3,879.2,10.0,6.5,11.1,60.1,35.1,0.0,999.9,0,12052188
29.9,45.6,28.6,873.8,10.0,5.1,11.1,59.0,34.0,0.0,999.9,0,12053052
29.9,44.9,26.0,867.4,9.8,8.4,22.0,55.0,36.0,0.0,999.9,18,12053916
30.0,41.2,32.3,865.2,9.7,5.4,9.9,55.0,35.1,0.12,999.9,24,12054780
30.0,36.6,26.2,864.2,10.0,6.5,12.0,46.9,28.9,0.05,999.9,0,12055644
30.2,35.1,27.7,863.4,8.9,8.6,22.0,44.1,28.9,0.06,999.9,24,12056508
30.1,35.9,22.6,870.8,10.0,10.3,20.0,46.0,27.0,0.0,999.9,0,12057372
29.9,41.9,24.3,875.6,10.0,5.0,11.1,54.0,28.2,0.0,999.9,0,12058236
29.9,49.8,25.2,873.3,10.0,10.6,19.0,64.0,35.1,0.0,999.9,0,12059100
30.0,49.5,28.8,869.5,9.7,9.9,22.0,64.0,33.1,0.02,999.9,24,12059964
30.0,43.5,28.1,876.3,10.0,5.1,11.1,57.0,35.1,0.18,999.9,0,12060828
30.1,37.4,21.3,882.7,10.0,5.5,8.9,51.1,26.1,0.0,999.9,0,12061692
30.0,39.7,19.0,881.7,10.0,6.4,11.1,57.9,27.0,0.0,999.9,0,12062556
30.0,49.6,21.5,873.3,10.0,6.0,11.1,63.0,27.1,0.0,999.9,0,12063420
30.0,51.6,32.7,869.7,10.0,3.9,9.9,64.9,37.9,0.0,999.9,0,12064284
30.1,51.1,35.0,867.4,10.0,5.9,17.1,64.9,39.0,0.0,999.9,0,12065148
30.1,38.2,24.7,870.8,8.9,9.6,19.0,61.0,30.0,0.03,999.9,40,12066012
30.0,35.1,14.5,871.6,10.0,3.6,24.1,53.1,25.0,0.1,999.9,0,12066876
30.1,44.2,28.1,864.2,10.0,13.5,23.9,53.1,26.2,0.0,999.9,0,12067740
30.0,35.5,24.7,866.3,6.6,6.9,13.0,42.1,30.2,0.0,999.9,56,12068604
30.1,32.9,22.1,870.5,8.2,6.8,25.1,37.9,21.0,0.31,2.0,40,12069468
30.0,32.7,12.8,875.3,10.0,5.6,8.9,45.0,21.0,0.28,3.1,0,12070332
30.0,40.9,30.8,871.4,9.9,4.5,9.9,50.0,24.3,0.05,999.9,16,12071196
30.1,41.8,26.6,871.7,10.0,6.3,13.0,50.0,28.9,0.01,999.9,0,12072060
30.0,43.2,18.6,874.3,10.0,9.5,17.1,59.0,30.9,0.0,999.9,0,12072924
30.1,48.0,21.7,865.3,10.0,10.1,15.0,59.0,31.1,0.0,999.9,0,12073788
30.0,42.0,23.8,867.1,10.0,4.4,14.0,55.0,33.1,0.0,999.9,0,12074652
30.1,43.5,31.0,867.5,9.9,6.4,14.0,55.0,33.1,0.0,999.9,16,12075516
30.0,40.1,26.6,868.9,9.8,6.1,12.0,52.0,30.0,0.09,999.9,16,12076380
30.1,42.1,30.1,861.9,10.0,7.5,20.0,52.0,32.0,0.01,999.9,16,12077244
30.1,37.7,23.3,868.9,10.0,8.7,18.1,48.0,27.0,0.0,999.9,0,12078108
30.1,40.0,24.8,878.4,10.0,8.6,17.1,48.9,27.1,0.01,999.9,16,12078972
30.0,43.0,20.9,882.8,10.0,5.9,9.9,57.9,30.9,0.0,999.9,0,12079836
30.0,51.2,26.5,880.2,10.0,3.9,8.9,69.1,32.0,0.0,999.9,0,12080700
29.9,60.0,28.5,871.5,10.0,12.2,24.1,81.0,37.0,0.0,999.9,0,12081564
30.1,58.8,19.9,860.8,9.2,17.8,25.1,80.1,33.8,0.0,999.9,24,12082428
30.0,36.6,22.2,872.3,9.6,7.4,17.1,45.0,30.0,0.03,999.9,8,12083292
29.9,39.5,19.6,876.3,10.0,5.6,12.0,54.0,28.0,0.0,999.9,0,12084156
30.0,52.2,21.0,871.5,10.0,11.8,22.9,72.0,29.1,0.0,999.9,0,12085020
29.9,64.8,13.2,860.3,9.2,17.4,32.1,75.9,39.9,0.0,999.9,0,12085884
30.1,53.0,17.4,858.6,8.7,17.3,28.9,75.9,41.0,0.0,999.9,0,12086748
29.9,38.5,13.4,870.5,10.0,5.2,17.1,60.1,27.0,0.0,999.9,0,12087612
29.9,47.3,17.2,870.3,10.0,5.2,12.0,63.0,28.2,0.0,999.9,0,12088476
30.0,53.0,28.4,864.7,10.0,8.2,15.9,63.0,36.0,0.0,999.9,16,12089340
30.1,44.4,31.0,868.4,8.5,7.4,20.0,60.1,33.1,0.3,999.9,26,12090204
30.0,42.8,23.5,876.4,10.0,8.3,14.0,57.9,33.1,0.22,999.9,0,12091068
30.0,46.1,19.0,878.4,10.0,7.0,13.0,57.9,30.9,0.0,999.9,0,12091932
29.9,47.2,16.4,882.2,10.0,3.6,8.0,64.0,31.1,0.0,999.9,0,12092796
29.9,57.0,22.6,875.2,10.0,6.0,8.9,77.0,33.1,0.0,999.9,0,12093660
29.9,67.9,21.2,864.4,10.0,11.6,20.0,77.0,59.0,0.0,999.9,0,12094524
30.1,53.6,26.2,859.6,9.8,12.1,18.1,80.1,44.1,0.0,999.9,16,12095388
30.0,38.5,24.9,868.8,8.6,10.7,22.0,48.9,30.2,0.01,999.9,24,12096252
29.9,42.5,21.8,874.4,10.0,4.5,12.0,55.9,30.9,0.0,999.9,0,12097116
29.9,49.2,18.6,872.4,10.0,5.2,8.9,64.9,31.1,0.0,999.9,0,12097980
29.9,54.5,25.3,868.9,10.0,5.7,8.9,72.0,36.0,0.0,999.9,0,12098844
29.9,60.9,32.1,868.5,10.0,5.3,12.0,77.0,41.0,0.0,999.9,0,12099708
29.9,62.9,30.6,866.4,10.0,6.4,11.1,77.0,45.0,0.0,999.9,0,12100572
30.0,58.1,37.4,864.7,9.6,7.9,25.1,75.9,48.0,0.0,999.9,16,12101436
29.9,52.3,39.2,867.7,9.8,6.9,11.1,63.0,45.0,0.3,999.9,16,12102300
30.0,55.4,32.7,865.5,10.0,7.1,15.9,63.0,45.0,0.01,999.9,16,12103164
29.9,49.4,28.2,872.7,10.0,6.6,13.0,63.0,33.1,0.0,999.9,0,12104028
29.9,59.0,23.8,869.1,10.0,9.0,17.1,77.0,33.1,0.0,999.9,0,12104892
30.0,53.3,32.0,864.7,9.7,9.8,32.1,77.0,39.9,0.09,999.9,16,12105756
29.9,48.2,28.2,870.8,10.0,6.9,20.0,62.1,34.0,0.04,999.9,0,12106620
29.9,57.0,31.1,873.6,10.0,6.8,13.0,66.0,50.0,0.0,999.9,0,12107484
30.0,62.1,38.0,875.8,10.0,8.2,22.0,73.9,50.0,0.0,999.9,0,12108348
29.9,62.9,34.8,878.9,10.0,6.5,22.0,78.1,46.9,0.0,999.9,0,12109212
29.9,67.0,35.3,877.4,10.0,5.5,8.9,84.0,48.9,0.0,999.9,0,12110076
29.9,72.2,34.4,873.3,10.0,6.6,11.1,90.0,50.0,0.0,999.9,0,12110940
29.9,75.4,38.0,869.9,10.0,6.0,11.1,90.0,55.9,0.0,999.9,0,12111804
29.9,74.7,38.0,867.9,10.0,7.6,21.0,93.0,57.9,0.0,999.9,0,12112668
30.0,60.9,37.5,858.7,9.1,16.0,32.1,90.0,45.0,0.0,999.9,16,12113532
30.0,46.8,36.2,854.5,10.0,8.6,15.9,64.9,41.0,0.22,999.9,16,12114396
29.9,49.2,37.5,854.8,10.0,5.8,17.1,62.1,42.1,0.02,999.9,0,12115260
29.8,54.2,35.2,863.5,10.0,11.4,20.0,66.9,42.1,0.0,999.9,0,12116124
29.9,58.8,33.9,866.1,10.0,7.4,19.0,69.1,44.1,0.0,999.9,0,12116988
29.9,54.6,41.7,863.3,8.8,6.2,21.0,69.1,48.0,0.1,999.9,18,12117852
29.9,58.3,38.6,868.5,10.0,7.0,15.0,73.0,48.9,0.21,999.9,0,12118716
30.0,64.3,35.1,866.6,10.0,9.1,19.0,77.0,51.1,0.0,999.9,0,12119580
29.9,61.2,36.0,868.4,10.0,6.5,18.1,77.0,51.1,0.0,999.9,18,12120444
29.9,58.5,39.2,871.9,10.0,3.9,8.9,73.9,46.0,0.03,999.9,16,12121308
29.9,64.3,35.6,871.9,10.0,4.6,11.1,82.0,45.0,0.0,999.9,0,12122172
30.0,71.1,31.6,868.0,10.0,9.2,19.0,87.1,50.0,0.0,999.9,0,12123036
30.0,66.9,42.0,868.4,9.8,8.1,22.9,87.1,52.0,0.0,999.9,0,12123900
30.0,64.7,41.6,866.3,10.0,6.2,20.0,79.0,52.0,0.0,999.9,16,12124764
30.1,55.7,43.8,859.8,9.7,7.6,17.1,73.9,48.0,0.0,999.9,18,12125628
30.1,52.9,43.5,862.0,9.5,8.4,14.0,64.9,48.0,0.55,999.9,16,12126492
29.9,59.2,40.3,864.5,10.0,10.0,19.0,66.0,48.9,0.14,999.9,0,12127356
30.0,55.2,36.5,867.8,10.0,7.2,15.0,66.0,46.9,0.03,999.9,16,12128220
29.9,55.2,29.7,872.4,10.0,6.2,13.0,68.0,42.1,0.0,999.9,0,12129084
29.9,61.6,26.8,871.8,10.0,9.3,14.0,81.0,42.1,0.0,999.9,0,12129948
30.0,67.6,34.4,863.9,10.0,11.9,22.0,81.0,46.9,0.0,999.9,0,12130812
30.0,51.7,28.4,869.3,10.0,8.2,19.0,70.0,42.1,0.0,999.9,16,12131676
29.9,56.6,30.5,872.3,10.0,6.9,17.1,69.1,42.1,0.03,999.9,18,12132540
29.9,62.2,29.6,876.0,10.0,5.9,8.9,80.1,43.0,0.0,999.9,0,12133404
29.9,71.3,30.8,872.9,10.0,6.7,9.9,90.0,48.0,0.0,999.9,0,12134268
29.9,74.2,34.1,869.6,10.0,5.3,8.9,90.0,55.9,0.0,999.9,0,12135132
29.9,75.5,38.2,869.2,10.0,5.3,8.9,91.9,55.9,0.0,999.9,0,12135996
29.9,79.9,36.2,870.5,10.0,6.3,14.0,96.1,59.0,0.0,999.9,0,12136860
29.9,78.3,40.6,870.9,10.0,5.9,11.1,96.1,62.1,0.0,999.9,0,12137724
29.9,73.7,34.4,872.9,10.0,4.4,12.0,90.0,59.0,0.0,999.9,0,12138588
29.9,74.6,29.5,874.7,10.0,5.2,12.0,91.0,57.9,0.0,999.9,0,12139452
29.8,80.4,27.9,874.8,10.0,7.1,12.0,98.1,57.9,0.0,999.9,0,12140316
29.9,82.4,36.5,872.0,10.0,7.4,14.0,98.1,64.0,0.0,999.9,0,12141180
29.8,80.6,40.1,870.4,10.0,6.1,11.1,91.9,66.9,0.0,999.9,0,12142044
29.8,81.0,41.1,869.5,10.0,6.7,9.9,93.9,66.0,0.0,999.9,0,12142908
29.8,82.8,36.5,868.7,10.0,9.5,21.0,97.0,66.0,0.0,999.9,0,12143772
29.8,85.3,24.7,867.8,10.0,11.0,19.0,97.0,70.0,0.0,999.9,0,12144636
